buckets	authorize-minute	1787940540	4
buckets	search-minute	1787940540	2
buckets	pages-day	1787875200	8
buckets	provider-day	1787875200	3
buckets	fetch-minute	1787940540	2
audit	2026-08-28T18:09:06Z	web-balanced-admission	authorize	da75328d535f17ac9245c361fd500f11f374b3c5af229516d69bb3a174c3d37c		3		0	0	13	success	1787940546
audit	2026-08-28T18:09:06Z	web-balanced-admission	authorize	da75328d535f17ac9245c361fd500f11f374b3c5af229516d69bb3a174c3d37c		3		0	0	39	authorization_denied	1787940546
audit	2026-08-28T18:09:06Z	web-balanced-admission	authorize			0		0	0	37	authorization_denied	1787940546
audit	2026-08-28T18:09:06Z	web-balanced-admission	authorize			0		0	0	32	authorization_denied	1787940546
audit	2026-08-28T18:09:07Z	web-balanced-admission	search	da75328d535f17ac9245c361fd500f11f374b3c5af229516d69bb3a174c3d37c		2		509	1273	79	success	1787940547
audit	2026-08-28T18:09:07Z	web-balanced-admission	search	da75328d535f17ac9245c361fd500f11f374b3c5af229516d69bb3a174c3d37c		0		0	0	51	authorization_denied	1787940547
audit	2026-08-28T18:09:07Z	web-balanced-admission	search	da75328d535f17ac9245c361fd500f11f374b3c5af229516d69bb3a174c3d37c		0		0	0	0	authorization_denied	1787940547
audit	2026-08-28T18:09:07Z	web-balanced-admission	fetch			1	example.org	318	306	68	success	1787940547
audit	2026-08-28T18:09:07Z	web-balanced-admission	fetch			0	docs.example.net	0	0	38	budget_exhausted	1787940547
audit	2026-08-28T18:09:07Z	web-balanced-admission	fetch			0		0	0	0	authorization_denied	1787940547
grants	1Xl1XkQ9rHNcmBBZ	web-balanced-admission	fake	1787940547	1787941446
searches	g0iK3wh2WF2_	web-balanced-admission	fake	1	1	1787941447
search_results	g0iK3wh2WF2_	https://example.org/raven2	
search_results	g0iK3wh2WF2_	https://docs.example.net/llama-server-tools	
content	751b4f1309aa91a8917f039a456d9a0204634f7ae71f188c9bce4d2c7871c344	g0iK3wh2WF2_	https://example.org/raven2	Vulkan decode on Raven2. The Qwen3.8-4B distill at Q4_K_M decodes at 3.07 tokens per second with every layer on the Vulkan device. The two Vega compute units and the two Zen+ cores draw on one DDR4-2133 controller, so a split placement adds synchronization without adding bandwidth. FIXTURE-PAGE-RAVEN2-END	3907c877bd28540d0a130f54619803be02673c0550fa642b4b17d5a8347a8f5d	0	success	1787940547	1787941447
